record_id,student_id,year_level,counsellor_id,subject_1_name,subject_1_marks,subject_2_name,subject_2_marks,subject_3_name,subject_3_marks,total,grade,sgpa
REC001845,STU00462,1,1,Maths,79,Physics,89,Chemistry,55,223,A,8.1
REC001846,STU00462,2,2,Data Structures and Algorithms,61,Probability and Statistics,70,Java,47,178,C,5.1
REC001847,STU00462,3,3,Design and Analysis of Algorithm,81,Machine Learning,50,UI/UX,85,216,A,7.99
REC001848,STU00462,4,4,Data Warehousing and Data Mining,67,Data Science,50,Computer Architecture,58,175,B,6.15
REC001849,STU00463,1,1,Maths,78,Physics,68,Chemistry,64,210,A,7.88
REC001850,STU00463,2,2,Data Structures and Algorithms,65,Probability and Statistics,73,Java,88,226,A,7.98
REC001851,STU00463,3,3,Design and Analysis of Algorithm,54,Machine Learning,84,UI/UX,82,220,A,7.8
REC001852,STU00463,4,4,Data Warehousing and Data Mining,67,Data Science,81,Computer Architecture,72,220,A,7.95
REC001853,STU00464,1,1,Maths,93,Physics,46,Chemistry,93,232,A,8.28
REC001854,STU00464,2,2,Data Structures and Algorithms,80,Probability and Statistics,92,Java,76,248,A+,9.29
REC001855,STU00464,3,3,Design and Analysis of Algorithm,69,Machine Learning,79,UI/UX,53,201,B+,6.93
REC001856,STU00464,4,4,Data Warehousing and Data Mining,99,Data Science,52,Computer Architecture,51,202,B+,6.94
REC001857,STU00465,1,1,Maths,58,Physics,52,Chemistry,81,191,B+,6.87
REC001858,STU00465,2,2,Data Structures and Algorithms,100,Probability and Statistics,55,Java,94,249,A+,9.17
REC001859,STU00465,3,3,Design and Analysis of Algorithm,92,Machine Learning,70,UI/UX,80,242,A+,8.95
REC001860,STU00465,4,4,Data Warehousing and Data Mining,93,Data Science,58,Computer Architecture,71,222,A,8.24
REC001861,STU00466,1,1,Maths,62,Physics,65,Chemistry,94,221,A,7.92
REC001862,STU00466,2,2,Data Structures and Algorithms,51,Probability and Statistics,87,Java,88,226,A,8.28
REC001863,STU00466,3,3,Design and Analysis of Algorithm,93,Machine Learning,85,UI/UX,65,243,A+,9
REC001864,STU00466,4,4,Data Warehousing and Data Mining,79,Data Science,70,Computer Architecture,59,208,C,5.22
REC001865,STU00467,1,1,Maths,76,Physics,93,Chemistry,74,243,A+,8.87
REC001866,STU00467,2,2,Data Structures and Algorithms,73,Probability and Statistics,55,Java,100,228,A,7.81
REC001867,STU00467,3,3,Design and Analysis of Algorithm,63,Machine Learning,45,UI/UX,79,187,B+,7.2
REC001868,STU00467,4,4,Data Warehousing and Data Mining,93,Data Science,74,Computer Architecture,86,253,A+,8.8
REC001869,STU00468,1,1,Maths,51,Physics,69,Chemistry,82,202,B+,7.09
REC001870,STU00468,2,2,Data Structures and Algorithms,71,Probability and Statistics,71,Java,57,199,B+,7.08
REC001871,STU00468,3,3,Design and Analysis of Algorithm,84,Machine Learning,59,UI/UX,53,196,B+,7.07
REC001872,STU00468,4,4,Data Warehousing and Data Mining,77,Data Science,50,Computer Architecture,83,210,A,8.04
REC001873,STU00469,1,1,Maths,71,Physics,46,Chemistry,65,182,B+,7.07
REC001874,STU00469,2,2,Data Structures and Algorithms,55,Probability and Statistics,81,Java,85,221,A,7.98
REC001875,STU00469,3,3,Design and Analysis of Algorithm,50,Machine Learning,68,UI/UX,46,164,B,6.15
REC001876,STU00469,4,4,Data Warehousing and Data Mining,95,Data Science,86,Computer Architecture,69,250,A+,9.03
REC001877,STU00470,1,1,Maths,100,Physics,57,Chemistry,99,256,A+,9.25
REC001878,STU00470,2,2,Data Structures and Algorithms,74,Probability and Statistics,68,Java,91,233,A,8.22
REC001879,STU00470,3,3,Design and Analysis of Algorithm,56,Machine Learning,75,UI/UX,90,221,A,8.25
REC001880,STU00470,4,4,Data Warehousing and Data Mining,65,Data Science,53,Computer Architecture,63,181,B+,6.74
REC001881,STU00471,1,1,Maths,46,Physics,58,Chemistry,81,185,B+,6.98
REC001882,STU00471,2,2,Data Structures and Algorithms,60,Probability and Statistics,88,Java,83,231,A,7.97
REC001883,STU00471,3,3,Design and Analysis of Algorithm,60,Machine Learning,95,UI/UX,56,211,A,8.28
REC001884,STU00471,4,4,Data Warehousing and Data Mining,77,Data Science,86,Computer Architecture,52,215,A,8.18
REC001885,STU00472,1,1,Maths,98,Physics,66,Chemistry,100,264,A+,9.25
REC001886,STU00472,2,2,Data Structures and Algorithms,55,Probability and Statistics,60,Java,74,189,B+,7.13
REC001887,STU00472,3,3,Design and Analysis of Algorithm,49,Machine Learning,45,UI/UX,92,186,B+,6.72
REC001888,STU00472,4,4,Data Warehousing and Data Mining,88,Data Science,71,Computer Architecture,100,259,A+,9.01
REC001889,STU00473,1,1,Maths,75,Physics,100,Chemistry,69,244,A+,8.74
REC001890,STU00473,2,2,Data Structures and Algorithms,71,Probability and Statistics,61,Java,90,222,A,8.02
REC001891,STU00473,3,3,Design and Analysis of Algorithm,90,Machine Learning,94,UI/UX,83,267,A+,9.09
REC001892,STU00473,4,4,Data Warehousing and Data Mining,79,Data Science,90,Computer Architecture,46,215,A,7.96
REC001893,STU00474,1,1,Maths,97,Physics,91,Chemistry,48,236,A,7.88
REC001894,STU00474,2,2,Data Structures and Algorithms,70,Probability and Statistics,98,Java,97,265,A+,9.14
REC001895,STU00474,3,3,Design and Analysis of Algorithm,47,Machine Learning,68,UI/UX,70,185,B+,7.13
REC001896,STU00474,4,4,Data Warehousing and Data Mining,77,Data Science,85,Computer Architecture,86,248,A+,8.96
REC001897,STU00475,1,1,Maths,95,Physics,52,Chemistry,51,198,B+,6.79
REC001898,STU00475,2,2,Data Structures and Algorithms,61,Probability and Statistics,93,Java,97,251,A+,9.05
REC001899,STU00475,3,3,Design and Analysis of Algorithm,95,Machine Learning,52,UI/UX,91,238,C,4.8
REC001900,STU00475,4,4,Data Warehousing and Data Mining,71,Data Science,87,Computer Architecture,66,224,A,7.79
REC001901,STU00476,1,1,Maths,60,Physics,95,Chemistry,75,230,A,7.83
REC001902,STU00476,2,2,Data Structures and Algorithms,51,Probability and Statistics,66,Java,86,203,B+,7.12
REC001903,STU00476,3,3,Design and Analysis of Algorithm,74,Machine Learning,90,UI/UX,76,240,A+,9.15
REC001904,STU00476,4,4,Data Warehousing and Data Mining,93,Data Science,61,Computer Architecture,66,220,A,7.88
REC001905,STU00477,1,1,Maths,73,Physics,66,Chemistry,95,234,A,7.97
REC001906,STU00477,2,2,Data Structures and Algorithms,61,Probability and Statistics,81,Java,62,204,B+,7.06
REC001907,STU00477,3,3,Design and Analysis of Algorithm,93,Machine Learning,53,UI/UX,54,200,B+,7.01
REC001908,STU00477,4,4,Data Warehousing and Data Mining,46,Data Science,59,Computer Architecture,68,173,B,6.04
REC001909,STU00478,1,1,Maths,90,Physics,63,Chemistry,64,217,A,8.27
REC001910,STU00478,2,2,Data Structures and Algorithms,55,Probability and Statistics,81,Java,85,221,A,7.88
REC001911,STU00478,3,3,Design and Analysis of Algorithm,90,Machine Learning,73,UI/UX,88,251,A+,8.88
REC001912,STU00478,4,4,Data Warehousing and Data Mining,92,Data Science,96,Computer Architecture,89,277,O,9.78
REC001913,STU00479,1,1,Maths,83,Physics,63,Chemistry,99,245,A+,8.93
REC001914,STU00479,2,2,Data Structures and Algorithms,85,Probability and Statistics,59,Java,46,190,B+,7.21
REC001915,STU00479,3,3,Design and Analysis of Algorithm,82,Machine Learning,64,UI/UX,54,200,B+,7.05
REC001916,STU00479,4,4,Data Warehousing and Data Mining,61,Data Science,68,Computer Architecture,91,220,A,8.01
REC001917,STU00480,1,1,Maths,100,Physics,78,Chemistry,70,248,A+,8.99
REC001918,STU00480,2,2,Data Structures and Algorithms,55,Probability and Statistics,67,Java,86,208,C,4.79
REC001919,STU00480,3,3,Design and Analysis of Algorithm,99,Machine Learning,77,UI/UX,65,241,A+,9.01
REC001920,STU00480,4,4,Data Warehousing and Data Mining,69,Data Science,100,Computer Architecture,76,245,A+,9.09
REC001921,STU00481,1,1,Maths,100,Physics,78,Chemistry,75,253,A+,8.81
REC001922,STU00481,2,2,Data Structures and Algorithms,69,Probability and Statistics,45,Java,87,201,B+,7.27
REC001923,STU00481,3,3,Design and Analysis of Algorithm,66,Machine Learning,59,UI/UX,64,189,B+,6.82
REC001924,STU00481,4,4,Data Warehousing and Data Mining,54,Data Science,62,Computer Architecture,83,199,B+,7.17
REC001925,STU00482,1,1,Maths,95,Physics,52,Chemistry,86,233,A,7.82
REC001926,STU00482,2,2,Data Structures and Algorithms,76,Probability and Statistics,74,Java,81,231,A,8.25
REC001927,STU00482,3,3,Design and Analysis of Algorithm,45,Machine Learning,98,UI/UX,92,235,A,8.21
REC001928,STU00482,4,4,Data Warehousing and Data Mining,95,Data Science,95,Computer Architecture,78,268,C,5.24
REC001929,STU00483,1,1,Maths,92,Physics,57,Chemistry,68,217,A,8.1
REC001930,STU00483,2,2,Data Structures and Algorithms,70,Probability and Statistics,85,Java,51,206,B+,7.27
REC001931,STU00483,3,3,Design and Analysis of Algorithm,77,Machine Learning,49,UI/UX,62,188,B+,7.03
REC001932,STU00483,4,4,Data Warehousing and Data Mining,79,Data Science,99,Computer Architecture,92,270,O,10
REC001933,STU00484,1,1,Maths,50,Physics,96,Chemistry,48,194,B+,6.97
REC001934,STU00484,2,2,Data Structures and Algorithms,78,Probability and Statistics,60,Java,60,198,B+,6.85
REC001935,STU00484,3,3,Design and Analysis of Algorithm,92,Machine Learning,56,UI/UX,89,237,A,8.26
REC001936,STU00484,4,4,Data Warehousing and Data Mining,99,Data Science,60,Computer Architecture,59,218,A,8.11
REC001937,STU00485,1,1,Maths,74,Physics,56,Chemistry,47,177,B,6.29
REC001938,STU00485,2,2,Data Structures and Algorithms,62,Probability and Statistics,80,Java,62,204,B+,6.75
REC001939,STU00485,3,3,Design and Analysis of Algorithm,57,Machine Learning,91,UI/UX,98,246,A+,9.25
REC001940,STU00485,4,4,Data Warehousing and Data Mining,53,Data Science,78,Computer Architecture,64,195,B+,6.74
REC001941,STU00486,1,1,Maths,59,Physics,60,Chemistry,82,201,B+,7.16
REC001942,STU00486,2,2,Data Structures and Algorithms,75,Probability and Statistics,74,Java,51,200,B+,7.02
REC001943,STU00486,3,3,Design and Analysis of Algorithm,95,Machine Learning,48,UI/UX,65,208,C,5.17
REC001944,STU00486,4,4,Data Warehousing and Data Mining,49,Data Science,57,Computer Architecture,75,181,B+,6.77
REC001945,STU00487,1,1,Maths,50,Physics,75,Chemistry,57,182,B+,6.76
REC001946,STU00487,2,2,Data Structures and Algorithms,82,Probability and Statistics,58,Java,83,223,A,7.99
REC001947,STU00487,3,3,Design and Analysis of Algorithm,81,Machine Learning,45,UI/UX,82,208,C,4.96
REC001948,STU00487,4,4,Data Warehousing and Data Mining,52,Data Science,91,Computer Architecture,73,216,A,8.17
REC001949,STU00488,1,1,Maths,57,Physics,82,Chemistry,96,235,A,8.08
REC001950,STU00488,2,2,Data Structures and Algorithms,93,Probability and Statistics,74,Java,45,212,A,7.85
REC001951,STU00488,3,3,Design and Analysis of Algorithm,71,Machine Learning,83,UI/UX,62,216,A,8
REC001952,STU00488,4,4,Data Warehousing and Data Mining,56,Data Science,66,Computer Architecture,77,199,B+,6.99
REC001953,STU00489,1,1,Maths,63,Physics,86,Chemistry,64,213,A,7.86
REC001954,STU00489,2,2,Data Structures and Algorithms,79,Probability and Statistics,60,Java,66,205,B+,6.87
REC001955,STU00489,3,3,Design and Analysis of Algorithm,80,Machine Learning,77,UI/UX,64,221,A,8.08
REC001956,STU00489,4,4,Data Warehousing and Data Mining,52,Data Science,93,Computer Architecture,56,201,B+,6.99
REC001957,STU00490,1,1,Maths,65,Physics,77,Chemistry,75,217,A,8
REC001958,STU00490,2,2,Data Structures and Algorithms,56,Probability and Statistics,49,Java,93,198,B+,6.96
REC001959,STU00490,3,3,Design and Analysis of Algorithm,64,Machine Learning,51,UI/UX,100,215,A,7.97
REC001960,STU00490,4,4,Data Warehousing and Data Mining,85,Data Science,88,Computer Architecture,79,252,A+,9.19
REC001961,STU00491,1,1,Maths,57,Physics,94,Chemistry,51,202,B+,7.16
REC001962,STU00491,2,2,Data Structures and Algorithms,58,Probability and Statistics,64,Java,77,199,B+,6.88
REC001963,STU00491,3,3,Design and Analysis of Algorithm,94,Machine Learning,78,UI/UX,75,247,A+,8.76
REC001964,STU00491,4,4,Data Warehousing and Data Mining,64,Data Science,84,Computer Architecture,58,206,B+,7.04
REC001965,STU00492,1,1,Maths,54,Physics,65,Chemistry,55,174,B,5.82
REC001966,STU00492,2,2,Data Structures and Algorithms,70,Probability and Statistics,95,Java,55,220,A,8.21
REC001967,STU00492,3,3,Design and Analysis of Algorithm,84,Machine Learning,87,UI/UX,55,226,A,7.9
REC001968,STU00492,4,4,Data Warehousing and Data Mining,78,Data Science,75,Computer Architecture,86,239,C,5.06
REC001969,STU00493,1,1,Maths,71,Physics,94,Chemistry,91,256,A+,8.86
REC001970,STU00493,2,2,Data Structures and Algorithms,61,Probability and Statistics,75,Java,99,235,A,8.2
REC001971,STU00493,3,3,Design and Analysis of Algorithm,68,Machine Learning,54,UI/UX,64,186,B+,6.9
REC001972,STU00493,4,4,Data Warehousing and Data Mining,67,Data Science,98,Computer Architecture,92,257,A+,8.89
REC001973,STU00494,1,1,Maths,64,Physics,72,Chemistry,81,217,A,7.94
REC001974,STU00494,2,2,Data Structures and Algorithms,71,Probability and Statistics,45,Java,93,209,C,5.26
REC001975,STU00494,3,3,Design and Analysis of Algorithm,48,Machine Learning,71,UI/UX,67,186,B+,7.09
REC001976,STU00494,4,4,Data Warehousing and Data Mining,53,Data Science,74,Computer Architecture,94,221,A,7.86
REC001977,STU00495,1,1,Maths,97,Physics,90,Chemistry,57,244,A+,8.83
REC001978,STU00495,2,2,Data Structures and Algorithms,90,Probability and Statistics,61,Java,63,214,A,8.2
REC001979,STU00495,3,3,Design and Analysis of Algorithm,46,Machine Learning,65,UI/UX,72,183,B+,7.17
REC001980,STU00495,4,4,Data Warehousing and Data Mining,65,Data Science,80,Computer Architecture,80,225,A,8.14
REC001981,STU00496,1,1,Maths,96,Physics,58,Chemistry,84,238,C,5
REC001982,STU00496,2,2,Data Structures and Algorithms,99,Probability and Statistics,62,Java,51,212,A,7.74
REC001983,STU00496,3,3,Design and Analysis of Algorithm,55,Machine Learning,65,UI/UX,91,211,A,7.99
REC001984,STU00496,4,4,Data Warehousing and Data Mining,91,Data Science,82,Computer Architecture,75,248,A+,9.27
REC001985,STU00497,1,1,Maths,47,Physics,94,Chemistry,87,228,A,7.93
REC001986,STU00497,2,2,Data Structures and Algorithms,90,Probability and Statistics,76,Java,60,226,A,7.87
REC001987,STU00497,3,3,Design and Analysis of Algorithm,83,Machine Learning,82,UI/UX,69,234,A,7.74
REC001988,STU00497,4,4,Data Warehousing and Data Mining,48,Data Science,85,Computer Architecture,66,199,B+,6.87
REC001989,STU00498,1,1,Maths,68,Physics,73,Chemistry,63,204,B+,6.77
REC001990,STU00498,2,2,Data Structures and Algorithms,53,Probability and Statistics,92,Java,49,194,B+,6.89
REC001991,STU00498,3,3,Design and Analysis of Algorithm,94,Machine Learning,91,UI/UX,71,256,A+,9.19
REC001992,STU00498,4,4,Data Warehousing and Data Mining,100,Data Science,54,Computer Architecture,82,236,A,7.88
REC001993,STU00499,1,1,Maths,57,Physics,80,Chemistry,50,187,B+,6.96
REC001994,STU00499,2,2,Data Structures and Algorithms,65,Probability and Statistics,81,Java,79,225,A,8.16
REC001995,STU00499,3,3,Design and Analysis of Algorithm,61,Machine Learning,80,UI/UX,78,219,A,8.19
REC001996,STU00499,4,4,Data Warehousing and Data Mining,89,Data Science,46,Computer Architecture,53,188,B+,7.16
REC001997,STU00500,1,1,Maths,49,Physics,100,Chemistry,95,244,A+,9.12
REC001998,STU00500,2,2,Data Structures and Algorithms,92,Probability and Statistics,65,Java,99,256,A+,8.92
REC001999,STU00500,3,3,Design and Analysis of Algorithm,94,Machine Learning,73,UI/UX,92,259,A+,9.23
REC002000,STU00500,4,4,Data Warehousing and Data Mining,56,Data Science,65,Computer Architecture,74,195,B+,6.84
REC002001,STU00501,1,1,Maths,68,Physics,66,Chemistry,57,191,B+,7.11
REC002002,STU00501,2,2,Data Structures and Algorithms,90,Probability and Statistics,61,Java,61,212,A,8.06
REC002003,STU00501,3,3,Design and Analysis of Algorithm,46,Machine Learning,53,UI/UX,52,151,B,6.09
REC002004,STU00501,4,4,Data Warehousing and Data Mining,72,Data Science,70,Computer Architecture,96,238,C,4.99
REC002005,STU00502,1,1,Maths,48,Physics,98,Chemistry,78,224,A,7.74
REC002006,STU00502,2,2,Data Structures and Algorithms,77,Probability and Statistics,68,Java,46,191,B+,7.04
REC002007,STU00502,3,3,Design and Analysis of Algorithm,47,Machine Learning,77,UI/UX,100,224,A,8.18
REC002008,STU00502,4,4,Data Warehousing and Data Mining,95,Data Science,79,Computer Architecture,76,250,A+,8.87
REC002009,STU00503,1,1,Maths,66,Physics,85,Chemistry,49,200,B+,7.14
REC002010,STU00503,2,2,Data Structures and Algorithms,81,Probability and Statistics,50,Java,80,211,A,8.17
REC002011,STU00503,3,3,Design and Analysis of Algorithm,79,Machine Learning,55,UI/UX,96,230,A,8.01
REC002012,STU00503,4,4,Data Warehousing and Data Mining,99,Data Science,50,Computer Architecture,81,230,A,8.25
REC002013,STU00504,1,1,Maths,84,Physics,86,Chemistry,57,227,A,8.15
REC002014,STU00504,2,2,Data Structures and Algorithms,94,Probability and Statistics,88,Java,72,254,A+,9.19
REC002015,STU00504,3,3,Design and Analysis of Algorithm,74,Machine Learning,73,UI/UX,92,239,C,4.79
REC002016,STU00504,4,4,Data Warehousing and Data Mining,66,Data Science,49,Computer Architecture,56,171,B,6.09
REC002017,STU00505,1,1,Maths,66,Physics,74,Chemistry,78,218,A,8.17
REC002018,STU00505,2,2,Data Structures and Algorithms,92,Probability and Statistics,97,Java,72,261,A+,9.23
REC002019,STU00505,3,3,Design and Analysis of Algorithm,70,Machine Learning,81,UI/UX,63,214,A,7.7
REC002020,STU00505,4,4,Data Warehousing and Data Mining,98,Data Science,69,Computer Architecture,46,213,A,7.71
REC002021,STU00506,1,1,Maths,65,Physics,72,Chemistry,54,191,B+,6.86
REC002022,STU00506,2,2,Data Structures and Algorithms,59,Probability and Statistics,82,Java,88,229,A,8.16
REC002023,STU00506,3,3,Design and Analysis of Algorithm,79,Machine Learning,74,UI/UX,86,239,C,5.1
REC002024,STU00506,4,4,Data Warehousing and Data Mining,94,Data Science,97,Computer Architecture,81,272,O,10
REC002025,STU00507,1,1,Maths,90,Physics,100,Chemistry,81,271,O,9.79
REC002026,STU00507,2,2,Data Structures and Algorithms,94,Probability and Statistics,54,Java,58,206,B+,6.89
REC002027,STU00507,3,3,Design and Analysis of Algorithm,51,Machine Learning,46,UI/UX,79,176,B,6.06
REC002028,STU00507,4,4,Data Warehousing and Data Mining,99,Data Science,47,Computer Architecture,94,240,A+,8.78
REC002029,STU00508,1,1,Maths,67,Physics,49,Chemistry,65,181,B+,7.22
REC002030,STU00508,2,2,Data Structures and Algorithms,59,Probability and Statistics,87,Java,58,204,B+,6.82
REC002031,STU00508,3,3,Design and Analysis of Algorithm,55,Machine Learning,72,UI/UX,62,189,B+,6.84
REC002032,STU00508,4,4,Data Warehousing and Data Mining,58,Data Science,94,Computer Architecture,67,219,A,7.72
REC002033,STU00509,1,1,Maths,73,Physics,52,Chemistry,98,223,A,8.27
REC002034,STU00509,2,2,Data Structures and Algorithms,46,Probability and Statistics,73,Java,100,219,A,8.15
REC002035,STU00509,3,3,Design and Analysis of Algorithm,92,Machine Learning,58,UI/UX,69,219,A,7.73
REC002036,STU00509,4,4,Data Warehousing and Data Mining,73,Data Science,70,Computer Architecture,57,200,B+,6.82
REC002037,STU00510,1,1,Maths,69,Physics,82,Chemistry,97,248,A+,8.77
REC002038,STU00510,2,2,Data Structures and Algorithms,56,Probability and Statistics,77,Java,82,215,A,8.13
REC002039,STU00510,3,3,Design and Analysis of Algorithm,52,Machine Learning,55,UI/UX,93,200,B+,6.83
REC002040,STU00510,4,4,Data Warehousing and Data Mining,76,Data Science,92,Computer Architecture,83,251,A+,8.92
REC002041,STU00511,1,1,Maths,65,Physics,71,Chemistry,57,193,B+,6.83
REC002042,STU00511,2,2,Data Structures and Algorithms,50,Probability and Statistics,96,Java,77,223,A,7.92
REC002043,STU00511,3,3,Design and Analysis of Algorithm,61,Machine Learning,77,UI/UX,52,190,B+,7.27
REC002044,STU00511,4,4,Data Warehousing and Data Mining,46,Data Science,45,Computer Architecture,69,160,B,6.18
REC002045,STU00512,1,1,Maths,70,Physics,99,Chemistry,51,220,A,7.91
REC002046,STU00512,2,2,Data Structures and Algorithms,64,Probability and Statistics,98,Java,49,211,A,7.96
REC002047,STU00512,3,3,Design and Analysis of Algorithm,99,Machine Learning,86,UI/UX,64,249,A+,8.84
REC002048,STU00512,4,4,Data Warehousing and Data Mining,89,Data Science,50,Computer Architecture,86,225,A,8.09
REC002049,STU00513,1,1,Maths,69,Physics,75,Chemistry,46,190,B+,7.27
REC002050,STU00513,2,2,Data Structures and Algorithms,62,Probability and Statistics,91,Java,86,239,C,5.24
REC002051,STU00513,3,3,Design and Analysis of Algorithm,47,Machine Learning,54,UI/UX,99,200,B+,6.85
REC002052,STU00513,4,4,Data Warehousing and Data Mining,81,Data Science,45,Computer Architecture,53,179,C,5.01
REC002053,STU00514,1,1,Maths,53,Physics,89,Chemistry,75,217,A,8.16
REC002054,STU00514,2,2,Data Structures and Algorithms,48,Probability and Statistics,83,Java,96,227,A,7.83
REC002055,STU00514,3,3,Design and Analysis of Algorithm,92,Machine Learning,87,UI/UX,63,242,A+,8.92
REC002056,STU00514,4,4,Data Warehousing and Data Mining,71,Data Science,97,Computer Architecture,55,223,A,7.95
REC002057,STU00515,1,1,Maths,56,Physics,78,Chemistry,54,188,B+,7.15
REC002058,STU00515,2,2,Data Structures and Algorithms,96,Probability and Statistics,87,Java,56,239,C,4.92
REC002059,STU00515,3,3,Design and Analysis of Algorithm,52,Machine Learning,95,UI/UX,55,202,B+,6.72
REC002060,STU00515,4,4,Data Warehousing and Data Mining,58,Data Science,64,Computer Architecture,70,192,B+,7.08
REC002061,STU00516,1,1,Maths,98,Physics,61,Chemistry,84,243,A+,8.89
REC002062,STU00516,2,2,Data Structures and Algorithms,95,Probability and Statistics,46,Java,66,207,B+,6.72
REC002063,STU00516,3,3,Design and Analysis of Algorithm,75,Machine Learning,47,UI/UX,92,214,A,8.22
REC002064,STU00516,4,4,Data Warehousing and Data Mining,71,Data Science,47,Computer Architecture,79,197,B+,6.93
REC002065,STU00517,1,1,Maths,83,Physics,91,Chemistry,78,252,A+,8.8
REC002066,STU00517,2,2,Data Structures and Algorithms,51,Probability and Statistics,45,Java,67,163,B,6.24
REC002067,STU00517,3,3,Design and Analysis of Algorithm,50,Machine Learning,71,UI/UX,49,170,B,5.77
REC002068,STU00517,4,4,Data Warehousing and Data Mining,75,Data Science,74,Computer Architecture,71,220,A,8.21
REC002069,STU00518,1,1,Maths,79,Physics,73,Chemistry,53,205,B+,7.21
REC002070,STU00518,2,2,Data Structures and Algorithms,96,Probability and Statistics,85,Java,45,226,A,7.89
REC002071,STU00518,3,3,Design and Analysis of Algorithm,75,Machine Learning,61,UI/UX,53,189,B+,6.89
REC002072,STU00518,4,4,Data Warehousing and Data Mining,79,Data Science,68,Computer Architecture,84,231,A,8.1
REC002073,STU00519,1,1,Maths,51,Physics,75,Chemistry,76,202,B+,7.15
REC002074,STU00519,2,2,Data Structures and Algorithms,99,Probability and Statistics,81,Java,57,237,A,7.78
REC002075,STU00519,3,3,Design and Analysis of Algorithm,77,Machine Learning,53,UI/UX,96,226,A,8.27
REC002076,STU00519,4,4,Data Warehousing and Data Mining,59,Data Science,87,Computer Architecture,50,196,B+,7.15
REC002077,STU00520,1,1,Maths,90,Physics,70,Chemistry,63,223,A,8.23
REC002078,STU00520,2,2,Data Structures and Algorithms,51,Probability and Statistics,60,Java,59,170,B,5.85
REC002079,STU00520,3,3,Design and Analysis of Algorithm,91,Machine Learning,87,UI/UX,64,242,A+,8.9
REC002080,STU00520,4,4,Data Warehousing and Data Mining,74,Data Science,87,Computer Architecture,82,243,A+,9.01
REC002081,STU00521,1,1,Maths,81,Physics,62,Chemistry,93,236,A,8.24
REC002082,STU00521,2,2,Data Structures and Algorithms,65,Probability and Statistics,72,Java,68,205,B+,7.1
REC002083,STU00521,3,3,Design and Analysis of Algorithm,82,Machine Learning,92,UI/UX,99,273,O,9.72
REC002084,STU00521,4,4,Data Warehousing and Data Mining,96,Data Science,69,Computer Architecture,85,250,A+,8.73
REC002085,STU00522,1,1,Maths,57,Physics,56,Chemistry,45,158,B,5.79
REC002086,STU00522,2,2,Data Structures and Algorithms,47,Probability and Statistics,98,Java,95,240,A+,8.84
REC002087,STU00522,3,3,Design and Analysis of Algorithm,70,Machine Learning,65,UI/UX,45,180,B+,7.04
REC002088,STU00522,4,4,Data Warehousing and Data Mining,75,Data Science,99,Computer Architecture,67,241,A+,8.81
REC002089,STU00523,1,1,Maths,100,Physics,97,Chemistry,81,278,O,9.94
REC002090,STU00523,2,2,Data Structures and Algorithms,58,Probability and Statistics,74,Java,84,216,A,7.86
REC002091,STU00523,3,3,Design and Analysis of Algorithm,73,Machine Learning,52,UI/UX,92,217,A,7.87
REC002092,STU00523,4,4,Data Warehousing and Data Mining,94,Data Science,77,Computer Architecture,66,237,A,7.9
REC002093,STU00524,1,1,Maths,56,Physics,61,Chemistry,66,183,B+,7.18
REC002094,STU00524,2,2,Data Structures and Algorithms,76,Probability and Statistics,94,Java,80,250,A+,8.97
REC002095,STU00524,3,3,Design and Analysis of Algorithm,51,Machine Learning,87,UI/UX,99,237,A,7.91
REC002096,STU00524,4,4,Data Warehousing and Data Mining,78,Data Science,61,Computer Architecture,49,188,B+,7.17
REC002097,STU00525,1,1,Maths,72,Physics,86,Chemistry,46,204,B+,7.28
REC002098,STU00525,2,2,Data Structures and Algorithms,53,Probability and Statistics,51,Java,59,163,B,6.29
REC002099,STU00525,3,3,Design and Analysis of Algorithm,98,Machine Learning,52,UI/UX,52,202,B+,7.03
REC002100,STU00525,4,4,Data Warehousing and Data Mining,63,Data Science,53,Computer Architecture,100,216,A,7.91
REC002101,STU00526,1,1,Maths,73,Physics,72,Chemistry,80,225,A,8.29
REC002102,STU00526,2,2,Data Structures and Algorithms,50,Probability and Statistics,100,Java,77,227,A,7.81
REC002103,STU00526,3,3,Design and Analysis of Algorithm,97,Machine Learning,77,UI/UX,57,231,A,7.79
REC002104,STU00526,4,4,Data Warehousing and Data Mining,88,Data Science,59,Computer Architecture,94,241,A+,8.71
REC002105,STU00527,1,1,Maths,91,Physics,92,Chemistry,67,250,A+,9.02
REC002106,STU00527,2,2,Data Structures and Algorithms,94,Probability and Statistics,54,Java,81,229,A,8.22
REC002107,STU00527,3,3,Design and Analysis of Algorithm,78,Machine Learning,48,UI/UX,96,222,A,8.02
REC002108,STU00527,4,4,Data Warehousing and Data Mining,79,Data Science,59,Computer Architecture,89,227,A,8.27
REC002109,STU00528,1,1,Maths,78,Physics,55,Chemistry,68,201,B+,6.8
REC002110,STU00528,2,2,Data Structures and Algorithms,88,Probability and Statistics,55,Java,85,228,A,8.08
REC002111,STU00528,3,3,Design and Analysis of Algorithm,84,Machine Learning,59,UI/UX,98,241,A+,9.26
REC002112,STU00528,4,4,Data Warehousing and Data Mining,90,Data Science,54,Computer Architecture,79,223,A,8.27
REC002113,STU00529,1,1,Maths,84,Physics,72,Chemistry,99,255,A+,8.82
REC002114,STU00529,2,2,Data Structures and Algorithms,48,Probability and Statistics,70,Java,63,181,B+,6.93
